,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
7157,0,49,0,0,16,1,1,Blue,3,2,0,1604.0,1112,0.618,4253,0.744,0.693
7158,0,56,0,1,15,1,9,Blue,6,2,2,4263.0,0,0.64,4876,1.188,0.0
7159,0,45,0,1,16,1,1,Blue,5,3,2,2493.0,1655,0.907,4473,0.9,0.664
7160,1,38,0,2,12,0,1,Blue,3,3,3,1568.0,0,0.611,2812,0.788,0.0
7161,0,43,0,3,0,0,1,Blue,6,1,2,1521.0,0,0.791,4880,0.549,0.0
7162,0,48,1,2,16,0,2,Blue,6,3,3,3261.0,1730,0.682,4242,0.667,0.531
7163,0,39,0,2,99,0,1,Blue,4,2,1,1781.0,935,0.868,5093,0.974,0.525
7164,0,62,0,1,99,0,1,Blue,6,1,1,5284.0,2517,0.674,4525,0.537,0.476
7165,1,47,0,3,16,1,9,Blue,3,3,1,5590.0,0,0.01,1507,0.0,0.0
7166,0,57,0,1,12,1,9,Blue,5,2,3,1734.0,980,0.639,4313,0.917,0.565
7167,0,48,0,5,99,0,9,Blue,4,2,3,7645.0,931,0.894,5016,0.622,0.122
7168,0,48,0,1,0,9,2,Blue,6,4,2,1438.3,1218,0.752,4600,0.617,0.847
7169,0,34,0,1,16,9,1,Blue,4,1,1,2207.0,1527,0.861,4159,1.133,0.692
7170,0,46,0,1,15,1,1,Blue,5,2,1,1723.0,1010,0.704,4112,0.864,0.586
7171,0,49,0,2,18,1,1,Blue,4,4,2,1644.0,0,1.033,4898,0.783,0.0
7172,1,48,0,4,15,1,1,Blue,3,2,3,1745.0,0,0.657,2297,0.63,0.0
7173,0,42,0,3,16,0,2,Blue,6,2,3,3376.0,1661,0.618,4629,0.923,0.492
7174,0,47,1,3,16,1,3,Blue,4,3,3,7298.0,0,0.589,4512,0.756,0.0
7175,1,45,1,3,16,0,4,Blue,1,3,3,8383.0,0,0.809,2600,0.517,0.0
7176,0,41,1,4,12,9,2,Blue,5,4,2,3600.0,746,0.824,4184,0.694,0.207
7177,0,45,0,4,12,0,2,Blue,3,2,1,4595.0,1781,0.708,3746,0.545,0.388
7178,0,57,1,0,0,3,4,Blue,4,4,3,2795.0,1832,0.839,4679,0.861,0.655
7179,0,49,0,2,0,0,1,Blue,6,1,3,1768.0,0,0.788,4628,0.837,0.0
7180,0,50,0,2,0,0,1,Blue,4,2,3,1780.0,893,0.609,4630,0.587,0.502
7181,0,51,0,3,16,3,1,Blue,5,4,3,2987.0,1764,0.686,4339,0.6,0.591
7182,0,44,0,4,0,0,9,Blue,6,3,2,2717.0,1720,0.869,4196,0.614,0.633
7183,0,40,0,4,0,1,9,Blue,3,3,1,2887.0,0,0.581,3941,1.158,0.0
7184,0,37,0,2,16,1,1,Blue,6,1,3,1438.3,0,0.707,4733,0.816,0.0
7185,0,46,1,3,99,1,4,Blue,6,1,1,10879.0,860,0.974,4629,0.725,0.079
7186,0,39,0,1,16,0,1,Blue,5,3,3,1809.0,1181,0.656,4452,0.596,0.653
7187,1,38,0,2,99,1,2,Blue,6,2,2,1628.0,0,0.876,2527,0.64,0.0
7188,0,45,0,3,99,0,1,Blue,3,4,0,1438.3,0,0.678,4463,0.821,0.0
7189,1,37,0,4,18,1,1,Blue,3,3,3,1586.0,0,0.497,2109,0.414,0.0
7190,0,43,0,5,0,1,2,Blue,5,3,2,2311.0,1320,0.658,3967,0.69,0.571
7191,0,48,0,3,16,1,1,Blue,5,3,2,2109.0,1205,0.514,2935,0.935,0.571
7192,0,51,0,4,0,3,1,Blue,5,4,3,1562.0,1057,0.807,5019,0.696,0.677
7193,1,44,0,4,22,9,9,Blue,5,3,6,1438.3,0,0.676,2316,0.5,0.0
7194,0,39,1,4,16,1,4,Blue,6,2,1,2981.0,757,0.764,4824,0.81,0.254
7195,0,47,1,2,15,3,4,Blue,3,1,3,5295.0,723,0.793,4412,0.579,0.137
7196,1,51,0,4,16,0,2,Blue,2,3,2,4708.0,920,0.544,2179,1.273,0.195
7197,0,54,1,2,12,1,3,Blue,3,1,3,2210.0,1002,0.938,4798,0.654,0.453
7198,0,53,0,3,99,1,2,Blue,4,3,1,1972.0,0,0.761,5085,0.587,0.0
7199,0,48,1,4,12,0,3,Blue,5,4,2,2384.0,1596,0.831,3149,0.903,0.669
7200,0,35,1,4,15,1,1,Blue,3,3,3,2311.0,1222,0.674,4730,0.745,0.529
7201,0,46,0,4,99,9,2,Blue,6,4,2,1912.0,1172,0.827,4841,0.884,0.613
7202,0,49,0,2,99,0,2,Blue,6,1,3,2147.0,1402,0.612,4240,0.683,0.653
7203,1,42,0,4,0,1,1,Blue,3,2,3,3214.0,0,0.435,2119,0.517,0.0
7204,0,43,0,4,0,1,1,Blue,5,3,3,3006.0,879,0.759,5125,0.74,0.292
7205,0,52,1,3,99,0,4,Blue,5,1,2,2735.0,1942,0.582,3724,0.692,0.71
7206,0,50,1,2,15,1,5,Blue,3,2,3,3390.0,2385,0.656,4128,0.698,0.704
7207,1,54,1,4,12,0,4,Silver,1,3,4,34516.0,214,0.0,1201,0.0,0.006
7208,0,55,0,0,0,9,9,Blue,4,3,3,11249.0,2012,0.659,3882,0.964,0.179
7209,0,52,0,1,16,0,1,Blue,6,3,1,2484.0,1495,0.922,4084,0.536,0.602
7210,0,40,0,4,12,0,1,Blue,5,5,3,2932.0,1664,0.612,4795,0.708,0.568
7211,0,60,0,1,99,1,1,Blue,3,4,3,2882.0,2081,0.644,4933,0.661,0.722
7212,0,45,0,5,18,9,1,Blue,5,2,3,2658.0,694,0.722,4774,0.769,0.261
7213,0,44,0,2,15,9,9,Blue,4,3,3,5589.0,1336,0.944,4262,1.027,0.239
7214,0,44,0,1,16,0,2,Blue,3,4,2,1484.0,885,0.951,4819,0.805,0.596
7215,0,57,0,3,22,0,9,Blue,5,1,1,1678.0,1162,0.722,4402,0.851,0.692
7216,1,34,0,2,16,3,9,Blue,2,3,4,12373.0,0,0.71,2462,0.429,0.0
7217,0,52,1,2,99,1,1,Blue,3,3,3,2846.0,1606,0.697,5092,0.792,0.564
7218,1,42,0,3,12,1,2,Blue,6,3,1,1585.0,1381,0.706,2360,0.379,0.871
7219,0,42,0,3,99,0,1,Blue,6,3,3,2837.0,834,0.427,3892,0.408,0.294
7220,0,51,0,4,22,1,1,Blue,6,1,2,2066.0,1077,0.715,4678,0.655,0.521
7221,0,47,1,1,12,1,3,Blue,4,4,3,20789.0,0,0.82,4105,0.718,0.0
7222,0,48,0,1,16,0,1,Blue,5,2,2,1449.0,0,0.785,4797,0.913,0.0
7223,1,39,0,1,0,0,2,Blue,5,3,6,3911.0,0,0.897,2867,0.556,0.0
7224,0,56,0,0,99,1,1,Blue,5,1,1,1737.0,0,0.653,4611,0.973,0.0
7225,0,48,0,3,16,0,1,Blue,3,4,3,1815.0,557,0.672,4519,0.854,0.307
7226,1,46,0,2,18,0,9,Blue,1,3,3,4848.0,2517,0.651,2353,0.828,0.519
7227,0,46,0,5,16,3,1,Blue,3,3,3,1592.0,925,0.804,4615,0.667,0.581
7228,0,40,0,4,99,0,1,Blue,5,2,3,1768.0,1242,0.776,4439,0.806,0.702
7229,0,44,0,2,16,0,9,Blue,4,3,3,8128.0,2344,0.788,4251,1.051,0.288
7230,0,45,0,0,12,0,9,Blue,5,4,0,2557.0,1898,0.772,4808,0.694,0.742
7231,0,44,1,3,16,9,3,Blue,5,4,3,2991.0,642,0.76,4646,0.55,0.215
7232,1,49,1,2,16,9,4,Blue,3,4,3,34516.0,0,0.482,1592,0.346,0.0
7233,0,45,1,2,99,1,4,Blue,5,2,3,19099.0,2517,0.628,4837,0.75,0.132
7234,0,44,0,2,12,0,9,Blue,6,2,1,4559.0,1680,0.628,4934,0.949,0.369
7235,0,58,1,2,12,0,4,Blue,6,3,2,22981.0,1696,0.466,4192,0.571,0.074
7236,0,38,0,1,16,0,2,Blue,4,2,2,2358.0,1965,0.614,4922,0.6,0.833
7237,0,48,1,4,16,0,4,Blue,6,4,1,22067.0,685,0.605,3577,0.882,0.031
7238,0,43,0,3,15,0,1,Blue,3,3,2,2023.0,1331,0.624,5098,0.681,0.658
7239,0,36,0,1,99,0,9,Blue,6,1,2,2222.0,0,0.769,4095,0.912,0.0
7240,0,59,1,2,16,0,3,Blue,6,3,2,1438.3,788,0.741,4297,0.585,0.548
7241,1,40,1,3,18,0,4,Blue,4,4,3,8958.0,0,0.483,2131,0.387,0.0
7242,0,36,0,1,0,0,1,Blue,3,2,1,1937.0,733,0.826,4547,0.973,0.378
7243,0,40,1,3,99,0,3,Silver,6,3,2,25219.0,1503,0.944,4429,0.642,0.06
7244,1,36,1,3,99,9,4,Blue,4,1,2,1815.0,0,0.478,2039,0.36,0.0
7245,0,60,0,0,16,1,2,Blue,4,2,1,3361.0,2473,0.895,4589,1.029,0.736
7246,0,47,1,3,22,3,2,Blue,4,2,3,4786.0,1516,0.94,4973,0.85,0.317
7247,0,37,0,4,16,0,9,Blue,3,3,2,1438.3,0,0.919,5001,0.625,0.0
7248,0,51,0,1,22,0,1,Blue,5,3,2,1438.3,908,0.615,4653,0.897,0.631
7249,0,42,0,1,22,0,1,Blue,5,1,3,2725.0,2444,0.959,4965,0.809,0.897
7250,0,42,0,4,0,3,9,Blue,6,3,2,10039.0,1600,0.7,4685,0.9,0.159
7251,0,45,0,5,0,1,9,Blue,3,1,1,2467.0,1446,0.73,5024,0.62,0.586
7252,0,52,0,1,16,1,1,Blue,3,1,3,1438.3,0,0.775,5015,0.789,0.0
7253,1,57,0,3,16,1,1,Blue,1,4,2,1759.0,186,0.756,2705,0.522,0.106
7254,0,46,1,5,16,1,1,Blue,6,2,2,2206.0,1722,0.973,4455,0.763,0.781
7255,1,35,0,1,99,1,2,Blue,6,4,4,2045.0,1707,0.577,2183,0.696,0.835
7256,0,54,0,2,99,0,1,Blue,3,2,3,4170.0,641,0.815,3669,0.595,0.154
7257,0,47,0,3,15,1,1,Blue,5,4,2,3300.0,2517,0.94,3784,1.115,0.763
7258,0,26,0,0,12,1,1,Blue,5,3,2,5422.0,682,0.892,4460,0.676,0.126
7259,0,56,0,2,16,1,9,Blue,6,2,3,2015.0,807,0.831,5209,0.767,0.4
7260,0,47,1,2,99,0,3,Blue,3,3,2,2048.0,1599,0.613,4855,0.872,0.781
7261,0,37,0,2,99,0,1,Blue,6,5,2,2152.0,1682,1.051,4126,0.972,0.782
7262,1,44,0,4,16,9,1,Blue,1,4,2,3017.0,1868,0.722,2096,0.471,0.619
7263,0,53,1,3,15,0,5,Silver,4,4,2,34516.0,1073,0.558,4485,0.755,0.031
7264,1,33,1,1,16,0,3,Blue,4,3,2,1819.0,725,0.737,2254,0.406,0.399
7265,0,46,0,3,0,1,1,Blue,5,1,1,2228.0,1449,0.61,4382,0.694,0.65
7266,1,44,0,3,99,1,1,Blue,3,4,6,2279.0,1837,0.853,2789,0.677,0.806
7267,1,48,0,4,12,1,2,Blue,4,2,2,1438.3,0,0.722,2520,0.452,0.0
7268,0,45,1,2,22,1,5,Blue,4,3,3,1686.0,0,0.812,4413,0.75,0.0
7269,0,48,0,5,16,0,9,Blue,5,2,3,1942.0,1488,0.816,4940,0.796,0.766
7270,0,53,1,4,12,0,3,Blue,5,1,2,3858.0,0,0.67,4472,0.614,0.0
7271,0,44,1,4,16,3,3,Blue,6,3,2,11651.0,1368,0.563,3870,0.561,0.117
7272,0,43,1,3,0,9,2,Blue,5,4,2,9449.0,1914,0.87,4658,0.722,0.203
7273,1,50,0,0,16,0,1,Blue,2,3,1,3423.0,0,0.505,2229,0.406,0.0
7274,0,47,0,3,99,0,1,Blue,6,2,1,2915.0,2422,0.576,4037,0.766,0.831
7275,0,50,0,3,0,1,9,Blue,4,4,1,11486.0,0,0.383,4918,0.549,0.0
7276,1,40,0,4,22,1,1,Blue,1,2,1,2984.0,2517,0.574,2373,0.359,0.843
7277,1,37,0,3,12,0,1,Blue,3,3,3,1653.0,0,0.517,2284,0.296,0.0
7278,0,47,0,3,0,0,1,Blue,5,2,1,2723.0,1588,0.852,4307,0.844,0.583
7279,0,40,0,4,0,1,1,Blue,5,2,3,1438.3,0,0.553,4702,0.714,0.0
7280,1,43,0,1,0,0,1,Blue,1,3,2,1818.0,0,0.758,2279,0.724,0.0
7281,0,56,0,0,15,1,2,Blue,5,2,3,4384.0,929,0.678,4792,0.75,0.212
7282,0,43,0,3,12,9,1,Blue,3,3,2,1824.0,0,0.797,4594,0.654,0.0
7283,0,50,0,2,0,1,1,Blue,4,1,0,5452.0,540,0.539,4220,0.737,0.099
7284,1,50,0,1,99,0,9,Blue,6,3,3,9248.0,0,0.613,2325,0.552,0.0
7285,0,55,1,2,12,1,5,Blue,3,2,3,17627.0,1756,0.757,4836,0.721,0.1
7286,0,27,0,1,0,9,1,Blue,3,1,2,1438.3,0,0.469,4479,0.628,0.0
7287,1,44,0,3,15,1,1,Blue,2,3,3,5357.0,2139,0.499,1979,0.655,0.399
7288,0,49,0,4,0,1,9,Blue,4,2,1,2542.0,850,0.723,4972,0.717,0.334
7289,0,51,0,1,18,0,2,Blue,4,1,3,2275.0,1219,0.639,4807,0.6,0.536
7290,1,43,0,4,0,3,1,Blue,6,3,1,1706.0,0,0.601,2371,0.5,0.0
7291,1,54,0,2,12,3,1,Blue,6,3,1,3591.0,2517,0.665,2313,0.536,0.701
7292,0,44,1,3,16,0,2,Silver,5,1,3,19360.0,870,0.532,3966,0.902,0.045
7293,0,56,0,4,99,1,1,Blue,3,3,2,1707.0,0,0.683,4846,0.569,0.0
7294,0,53,1,4,99,0,1,Blue,6,3,1,3844.0,2079,0.755,4271,0.806,0.541
7295,0,45,0,3,12,1,2,Blue,6,4,1,2851.0,0,0.482,3916,0.829,0.0
7296,1,49,0,3,12,1,1,Blue,3,2,3,2951.0,2437,0.765,2519,0.565,0.826
7297,0,38,0,1,22,1,1,Blue,6,1,1,1438.3,0,0.813,4475,0.644,0.0
7298,1,54,1,1,15,0,5,Blue,6,2,3,9090.0,2517,0.661,2239,0.72,0.277
7299,0,45,1,5,16,1,5,Blue,6,3,2,34516.0,797,1.133,3643,1.034,0.023
7300,1,53,1,2,99,1,4,Blue,4,3,2,1837.0,875,0.58,2169,0.654,0.476
7301,0,48,0,4,16,0,9,Blue,3,3,3,2300.0,1906,0.803,4538,0.868,0.829
7302,0,36,0,1,0,1,1,Blue,6,1,3,2611.0,537,0.848,5121,0.804,0.206
7303,0,40,1,4,99,9,4,Blue,4,3,2,22863.0,927,0.569,4071,0.725,0.041
7304,0,53,0,3,99,1,2,Blue,6,3,1,2192.0,1146,0.622,4756,0.735,0.523
7305,0,40,0,2,12,3,1,Blue,4,6,3,2917.0,1310,0.757,4736,0.795,0.449
7306,0,41,0,3,12,0,2,Blue,3,3,2,1438.3,913,0.981,4300,0.619,0.635
7307,1,37,0,3,16,0,1,Blue,4,2,2,1784.0,577,0.542,2348,0.516,0.323
7308,0,43,0,4,16,0,1,Blue,5,4,1,8919.0,2231,0.562,3923,1.028,0.25
7309,0,52,0,2,0,0,1,Blue,4,3,1,2164.0,0,0.688,5282,0.818,0.0
7310,0,48,0,2,99,0,9,Blue,4,4,3,2792.0,1375,0.854,4364,0.879,0.492
7311,0,60,0,0,15,1,1,Blue,5,3,3,1634.0,1155,0.874,4522,0.766,0.707
7312,0,39,0,1,15,0,1,Blue,4,2,3,2144.0,1557,0.775,4571,0.848,0.726
7313,0,37,1,2,99,0,2,Blue,4,1,2,3664.0,1449,0.712,4413,0.548,0.395
7314,0,40,0,4,0,1,1,Blue,5,3,1,4788.0,1088,0.808,4438,0.95,0.227
7315,0,34,0,3,15,1,1,Blue,3,3,3,2164.0,1176,0.835,5075,0.868,0.543
7316,0,48,0,3,0,0,1,Blue,5,4,2,1532.0,1183,0.617,4359,0.857,0.772
7317,1,56,0,2,0,0,1,Blue,1,3,5,1883.0,400,0.528,1954,0.5,0.212
7318,0,44,0,3,22,0,2,Blue,4,1,3,3659.0,1356,0.715,4861,0.762,0.371
7319,0,47,0,2,12,1,1,Blue,6,1,1,2946.0,2338,0.58,4717,0.628,0.794
7320,0,45,0,3,0,3,1,Blue,5,1,0,2697.0,2216,0.681,4063,0.786,0.822
7321,0,47,0,1,16,0,9,Blue,3,1,3,3811.0,1970,0.828,3578,0.689,0.517
7322,0,35,0,2,16,1,2,Blue,5,2,3,1613.0,1085,0.659,5000,0.848,0.673
7323,0,42,0,4,15,1,1,Blue,6,2,1,2043.0,0,1.019,5198,0.711,0.0
7324,1,47,1,3,0,1,2,Blue,1,2,4,1684.0,644,0.723,2164,0.714,0.382
7325,0,47,0,5,0,9,9,Blue,4,1,3,3127.0,2094,0.709,4518,0.83,0.67
7326,0,47,1,2,15,1,2,Blue,3,4,1,7106.0,736,0.687,5192,0.562,0.104
7327,0,50,0,2,0,0,2,Blue,4,3,1,2784.0,2458,0.798,4904,0.8,0.883
7328,0,51,0,3,12,0,2,Blue,5,3,1,5536.0,0,0.695,4281,0.822,0.0
7329,0,45,0,3,15,1,1,Blue,3,2,2,1717.0,1156,0.647,4301,0.641,0.673
7330,1,47,0,3,99,1,1,Blue,3,3,2,1438.3,0,0.198,1687,0.226,0.0
7331,1,42,1,5,12,1,3,Blue,1,2,3,1866.0,0,0.798,2833,0.355,0.0
7332,0,52,1,3,99,0,4,Blue,3,4,1,2516.0,1268,0.751,4461,0.818,0.504
7333,1,45,0,2,15,3,2,Blue,4,3,4,3076.0,0,0.734,2580,0.429,0.0
7334,0,48,1,4,16,0,2,Blue,5,2,3,7514.0,0,0.514,4789,0.408,0.0
7335,0,52,0,2,16,1,2,Blue,6,4,2,2804.0,1782,0.698,4357,0.605,0.636
7336,1,58,0,1,18,3,1,Blue,4,1,3,1817.0,0,0.503,2347,0.452,0.0
7337,0,43,0,3,12,1,1,Blue,3,3,2,2590.0,0,0.63,3391,0.833,0.0
7338,0,39,0,2,15,0,2,Blue,5,3,1,4938.0,1593,0.7,4516,0.783,0.323
7339,0,53,1,3,15,0,3,Blue,5,1,1,19940.0,2018,0.42,4694,0.786,0.101
7340,0,52,0,0,16,0,9,Blue,3,4,1,12366.0,0,0.738,4880,0.9,0.0
7341,0,40,1,3,16,0,2,Blue,6,3,3,2583.0,2235,0.508,4500,0.509,0.865
7342,0,62,0,0,16,0,1,Blue,5,2,2,2616.0,801,0.719,4655,0.511,0.306
7343,0,52,0,3,99,0,2,Blue,5,3,1,6053.0,577,0.85,5035,1.37,0.095
7344,1,59,0,0,16,1,1,Blue,2,3,2,1708.0,0,0.443,1992,0.357,0.0
7345,0,49,0,4,99,1,1,Blue,3,2,1,2393.0,1667,0.974,3768,0.681,0.697
7346,0,53,0,1,16,3,1,Blue,5,4,3,3424.0,1333,0.667,4485,0.694,0.389
7347,0,48,0,3,18,1,1,Blue,3,3,3,2640.0,2133,1.008,4956,0.846,0.808
7348,0,59,0,0,99,0,2,Blue,6,2,2,1931.0,1409,0.887,4797,0.625,0.73
7349,0,50,1,2,99,0,5,Blue,4,4,2,2123.0,995,0.626,4516,0.625,0.469
7350,1,54,0,2,16,1,2,Blue,3,4,2,1606.0,0,0.763,2258,0.609,0.0
7351,0,41,1,4,16,1,3,Blue,5,2,2,5633.0,1395,0.542,3695,0.63,0.248
7352,0,57,0,2,16,1,1,Blue,6,2,2,1438.3,740,0.698,4970,0.933,0.514
7353,0,50,0,3,12,1,1,Blue,6,2,3,2590.0,2087,0.7,4248,0.78,0.806
7354,0,43,1,5,99,0,3,Blue,3,1,3,4556.0,0,0.961,4273,0.64,0.0
7355,0,47,0,4,12,1,9,Blue,6,4,0,1537.0,0,0.712,4234,0.786,0.0
7356,0,55,1,3,12,0,3,Blue,3,2,2,1602.0,962,0.834,4873,0.764,0.6
7357,0,50,0,4,16,1,1,Blue,4,2,1,2080.0,1799,0.651,5130,0.864,0.865
7358,0,46,0,2,99,0,9,Blue,6,3,1,7565.0,887,0.81,4683,0.642,0.117
7359,0,47,1,2,16,3,3,Blue,5,2,3,4786.0,1553,0.61,5039,0.81,0.324
7360,0,53,0,2,16,0,1,Blue,4,2,3,2375.0,1353,0.804,5000,0.617,0.57
7361,0,48,0,2,12,1,9,Blue,3,2,2,8446.0,908,0.604,4240,0.763,0.108
7362,0,60,0,1,16,1,1,Blue,3,4,3,1977.0,545,0.901,4393,0.946,0.276
7363,0,42,1,3,18,1,4,Blue,6,2,3,13908.0,0,0.719,4319,0.976,0.0
7364,0,52,0,2,16,1,2,Silver,3,3,2,19220.0,0,0.997,4642,0.761,0.0
7365,0,44,0,5,12,0,1,Blue,3,3,1,2709.0,1726,0.698,5056,0.78,0.637
7366,0,38,1,1,12,0,3,Blue,5,4,1,1503.0,879,0.776,4439,0.604,0.585
7367,0,51,1,1,12,1,4,Blue,5,2,2,9186.0,0,0.658,4986,0.76,0.0
7368,0,50,0,0,16,0,1,Blue,3,2,2,2165.0,1392,0.734,4194,0.946,0.643
7369,0,41,0,4,12,0,9,Blue,4,2,3,1438.3,0,0.585,5020,0.7,0.0
7370,0,61,0,1,15,0,9,Blue,4,4,1,6673.0,2458,0.625,4141,0.547,0.368
7371,0,53,0,3,16,1,1,Blue,3,1,1,2404.0,1109,0.639,4519,0.636,0.461
7372,1,47,0,3,16,1,1,Blue,4,3,2,1666.0,0,0.92,2816,0.52,0.0
7373,0,41,1,2,16,0,3,Blue,3,1,3,8228.0,1935,0.627,4933,0.545,0.235
7374,0,54,0,0,22,0,1,Blue,4,1,3,3186.0,968,0.696,4077,0.63,0.304
7375,0,53,0,1,0,1,1,Blue,4,2,2,2596.0,868,0.743,4801,0.714,0.334
7376,1,43,0,3,12,3,1,Blue,4,2,2,1662.0,613,0.868,2326,0.55,0.369
7377,1,42,0,3,16,0,1,Blue,6,2,2,2053.0,0,0.866,3053,0.562,0.0
7378,0,32,0,2,0,0,9,Blue,3,2,1,3193.0,1533,0.936,4419,0.786,0.48
7379,0,45,0,4,16,1,1,Blue,5,1,2,1927.0,1337,0.667,5127,0.653,0.694
7380,1,39,0,1,0,1,2,Blue,3,3,3,2821.0,725,0.704,2397,0.296,0.257
7381,0,48,1,4,12,1,3,Blue,5,4,3,3879.0,1214,0.924,5158,0.681,0.313
7382,0,56,0,2,99,1,1,Blue,6,2,1,1971.0,922,0.762,4827,0.867,0.468
7383,0,48,0,2,16,1,9,Blue,3,1,1,1755.0,1058,0.697,4719,0.8,0.603
7384,1,42,0,3,16,1,1,Blue,4,3,2,2031.0,1720,0.713,2702,0.778,0.847
7385,0,46,0,2,16,1,1,Blue,5,2,0,2330.0,1584,0.78,3917,0.651,0.68
7386,0,46,0,3,15,1,1,Blue,6,4,2,1438.3,0,0.714,4283,0.833,0.0
7387,1,59,1,2,12,3,1,Blue,6,5,3,1438.3,0,0.734,2589,0.69,0.0
7388,0,60,1,1,16,1,5,Blue,6,3,1,5130.0,2048,0.776,4601,0.76,0.399
7389,0,54,0,2,16,1,9,Blue,4,1,1,11794.0,1018,0.898,5547,0.706,0.086
7390,1,50,1,1,99,0,3,Blue,4,3,3,7603.0,744,0.711,2497,0.273,0.098
7391,1,41,0,3,0,1,2,Blue,1,3,4,3606.0,0,0.37,1829,0.519,0.0
7392,0,49,0,1,16,1,1,Blue,6,2,1,5153.0,1378,0.744,4274,0.723,0.267
7393,0,47,0,3,15,0,1,Blue,3,2,1,2500.0,1169,0.638,4265,0.812,0.468
7394,0,42,1,4,16,0,2,Blue,5,3,2,2654.0,1489,0.668,4767,0.673,0.561
7395,1,35,0,3,15,0,1,Blue,4,3,2,3611.0,2517,0.537,2178,0.552,0.697
7396,0,47,0,4,99,1,9,Blue,5,2,3,1882.0,1143,0.638,4536,0.889,0.607
7397,0,47,1,3,99,0,4,Blue,3,1,2,7421.0,0,0.708,4353,0.786,0.0
7398,0,44,0,4,16,0,1,Blue,3,2,2,4606.0,1556,0.676,4363,0.66,0.338
7399,0,32,0,0,12,3,9,Blue,5,3,1,12268.0,1165,0.832,4905,0.822,0.095
7400,0,50,1,2,18,1,4,Blue,6,1,1,9873.0,1276,0.791,4613,0.745,0.129
7401,0,46,0,3,16,0,1,Blue,5,1,3,1555.0,1366,0.704,5490,0.755,0.878
7402,1,52,0,2,16,1,1,Blue,5,3,4,2160.0,0,0.645,2360,0.647,0.0
7403,0,38,1,0,99,1,3,Blue,5,2,1,3809.0,1521,0.692,4666,0.865,0.399
7404,0,44,0,3,12,0,1,Blue,3,3,3,5362.0,1984,0.664,3851,0.642,0.37
7405,0,43,0,1,16,9,1,Blue,4,4,3,1834.0,1416,0.868,5653,0.927,0.772
7406,0,52,0,3,16,1,1,Blue,4,4,2,2577.0,879,0.74,5021,0.744,0.341
7407,0,47,1,5,16,0,3,Blue,6,3,2,2721.0,1264,0.796,4557,0.972,0.465
7408,0,50,0,3,16,1,1,Blue,3,2,2,2925.0,2065,0.692,3913,1.474,0.706
7409,1,44,0,5,16,9,1,Blue,6,3,2,1545.0,0,0.749,2646,0.444,0.0
7410,1,49,0,2,16,1,1,Blue,3,3,1,2212.0,0,0.942,2394,0.897,0.0
7411,0,46,1,2,12,0,5,Blue,3,1,3,13001.0,1482,0.552,3671,0.528,0.114
7412,1,36,0,3,0,0,1,Blue,3,3,1,2784.0,2378,0.525,2021,0.676,0.854
7413,1,50,1,1,18,0,3,Blue,4,3,2,2317.0,0,0.734,2214,0.519,0.0
7414,0,41,0,3,12,9,1,Blue,5,2,0,1867.0,970,0.828,4537,1.0,0.52
7415,1,50,0,0,22,0,1,Blue,4,3,3,2595.0,2353,0.924,2526,0.577,0.907
7416,0,46,0,2,15,3,1,Blue,4,3,1,1438.3,0,0.906,4311,0.833,0.0
7417,0,46,0,2,16,1,1,Blue,6,1,2,1696.0,1177,0.686,4410,0.826,0.694
7418,1,46,0,1,16,1,9,Blue,3,3,2,2694.0,1576,0.494,2041,0.9,0.585
7419,1,51,0,4,12,1,1,Blue,3,3,4,2791.0,940,0.813,2584,0.441,0.337
7420,0,51,0,1,16,0,2,Blue,3,3,1,2146.0,967,0.569,4253,0.721,0.451
7421,1,61,1,0,0,1,4,Blue,3,3,5,1438.3,0,0.7,1958,0.424,0.0
7422,0,38,0,2,15,1,9,Blue,6,1,2,1438.3,730,0.921,4583,0.914,0.508
7423,0,44,0,3,16,3,2,Blue,3,2,2,4269.0,1852,0.682,4178,0.63,0.434
7424,0,45,0,3,16,1,2,Blue,3,6,1,4195.0,2440,0.889,4430,0.714,0.582
7425,0,48,0,1,15,1,1,Blue,5,2,2,1832.0,748,0.879,4376,0.812,0.408
7426,0,37,0,2,12,1,1,Blue,3,2,1,2588.0,1782,0.546,4159,0.766,0.689
7427,0,63,0,0,99,0,1,Blue,6,1,1,4847.0,1856,0.61,4712,0.81,0.383
7428,0,46,0,4,15,1,2,Blue,4,1,1,2423.0,429,0.625,4717,0.739,0.177
7429,0,50,0,0,0,0,2,Blue,6,2,3,7507.0,1697,1.098,4651,1.029,0.226
7430,0,51,1,2,15,1,5,Blue,5,2,3,5232.0,1923,0.629,4976,0.661,0.368
7431,0,43,0,3,0,0,9,Blue,5,1,1,1438.3,491,0.494,5016,0.593,0.341
7432,0,47,0,1,12,1,9,Blue,4,2,2,1828.0,1517,0.661,4542,0.577,0.83
7433,0,49,0,5,16,1,9,Blue,4,3,2,2557.0,2351,0.807,4342,1.147,0.919
7434,0,42,0,2,15,3,1,Blue,3,3,1,2283.0,1690,0.874,4377,0.488,0.74
7435,0,35,0,4,12,0,1,Blue,5,2,3,2684.0,1658,0.669,4657,1.0,0.618
